title,tanggal,waktu,content
Kemendagri Usul Partai Politik Boleh Mendirikan Badan Usaha,21 Mei 2025,13:10 WIB," JAKARTA- Kementerian Dalam Negeri (Kemendagri) mengusulkan, agar partai politik (parpol) bisa mendirikan badan usaha. Usulan dilayangkan agar parpol bisa mendapat pemasukan tambahan selain dari sumbangan para anggota. Usulan itu disampaikan Direktur Jenderal (Dirjen) Politik dan Pemerintahan Umum (Polpum) Kemendagri, Bahtiar saat menyerahkan bantuan dana parpol ke Partai Gerindra, di Kantor DPP Partai Gerindra, Jakarta Selatan, Rabu (21/5/2025). Mulanya, Bahtiar mengatakan, Pemerintah dan DPR telah merubah tiga kali Undang-Undang (UU) Parpol. Perubahan ditujukan agar ada partai yang sehat, mandiri sebagai lembaga utama syarat sebuah negara demokrasi. ""Jadi kalau tidak ada partai politik pada hari itu juga, berhentilah negara ini menjadi negara demokrasi. Betapa pentingnya namanya partai politik pada sebuah negara yang disebut negara demokrasi termasuk Indonesia,"" tutur Bahtiar. Untuk itu, Bahtiar menyarankan, agar ada perubahan regulasi agar partai bisa mendapat sumber pendanaan tambahan, salah satunya mendirikan badan usaha. "
Ketua KPU DKI Sebut Nilai Dana Bantuan Politik Rp7.500 per Suara,20 Mei 2025,13:59 WIB,"JAKARTA- Ketua Komisi Pemilihan Umum (KPU) DKI Jakarta Wahyu Dinata menjelaskan nilai dana bantuan politik sesuai peraturan di Jakarta Rp7.500 per suara. Hal itu disampaikan usai menerima audiensi DPW Partai Perindo DKI Jakarta di Kantor KPU DKI, Senen, Jakarta Pusat. ""Saya agak lupa kalau tidak salah di peraturan terakhir satu suara sekitar Rp7.500. Mungkin nanti teknisnya bisa ke Perindo, kira-kira dapatnya berapa,"" kata Wahyu di kantornya, Selasa (20/5/2025). Partai politik yang memperoleh kursi di DPRD Provinsi DKI Jakarta berhak mendapatkan autentikasi. Nantinya dikonversi menjadi dana bantuan partai politik yang bersumber dari APBD DKI Jakarta. ""Autentikasi itu untuk melihat jumlah suara dan nanti dikonversi melalui bantuan partai politik. Partai Perindo akan mendapatkan baik dari APBN dan APBD. Tapi, kalau di Jakarta melalui APBD,"" paparnya. Sementara itu, Ketua DPW Perindo DKI Effendi Syahputra mengatakan nilai bantuan yang akan diterima Perindo tinggal dikalikan jumlah suara yang di dapat dari Pemilu 2024 sebanyak 160.203 suara. ""Yang pasti Rp7.500 tinggal dikali kurang lebih 160 ribu suara bisa dikali saja,"" kata Effendi. "
DPW Perindo DKI Audiensi dengan KPUD Bahas Verifikasi Parpol hingga Dana Bantuan Politik,20 Mei 2025,12:08 WIB,"JAKARTA- Pengurus DPW Partai Perindo DKI Jakarta yang dipimpin Effendi Syahputra menyambangi Kantor KPUD DKI Jakarta di Jalan Salemba Raya No. 15, Senen, Jakarta Pusat. Kunjungan ini merupakan bentuk silahturahmi dan audiensi, Selaa (20/5/2025). Pantauan okezone.com di lokasi, Effendi didampingi Sekretaris Wilayah (Sekwil) DPW Perindo DKI sekaligus Anggota DPRD DKI Jakarta, Dina Masyusin serta sejumlah perwakilan Ketua DPD Perindo se-Jakarta. Kehadiran pengurus DPW Perindo DKI diterima langsung oleh Ketua KPU DKI, Wahyu Dinata dan Kepala Divisi Teknis Penyelenggaraan Pemilu KPU DKI, Dody Wijaya serta jajaran lainnya. Wahyu menjelaskan audiensi membahas sejumlah topik mulai dari bantuan dana partai politik hingga verifikasi partai politik. Ia menekankan bahwa KPU membuka pintu audiensi dengan semua partai tidak hanya Partai Perindo. ""Silahturahmi, audiensi teman-teman DPW Perindo yang pokoknya menanyakan beberapa hal dan konsultasi pertama mengenai bantuan partai politik, sistem informasi partai politik, dan verifikasi partai politik. Prinsipnya kami dari KPU DKI membuka seluas-luasnya untuk partai politik manapun yang ingin berkonsultasi dan mendapatkan informasi karena bagian tugas kami untuk melayani peserta pemilu,"" ujar Wahyu usai audiensi. Wahyu juga menyampaikan langsung autentikasi jumlah perolehan suara Pemilu 2024 ke Partai Perindo. Menurutnya autentikasi itu bisa digunakan untuk konversi dana bantuan partai politik yang telah ditetapkan Rp7.500 per satu suara. ""Autentikasi yang dimintakan ya oleh partai politik untuk memastikan berapa jumlah suara yang didapatkan partai politik pada pemilu sebelumnya, gunanya autentikasi itu untuk melihat jumlah suara dan nanti dikonversi melalui bantuan partai politik yang akan didapatkan oleh Partai Perindo baik dari APBN dan APBD. Tapi, kalau di Jakarta melalui APBD,"" ujarnya. "
DPR Nilai Pembuktian Praktik Politik Uang di Pilkada Barito Utara Harusnya Lewat Proses Pidana,19 Mei 2025,19:08 WIB," JAKARTA- Anggota Komisi II DPR RI, Ahmad Irawan menyoroti putusan Mahkamah Konstitusi (MK) yang mendiskualifikasi dua calon bupati dan wakil bupati Barito Utara, karena dianggap melakukan praktik politik uang. Ia menilai seharusnya pembuktian praktik politik uang seharusnya dilakukan lewat proses pidana. “Putusan MK tersebut sesuatu hal yang baru, yang dapat dikategorikan suatu terobosan hukum (breakhthrough) untuk memberikan efek jera kepada pelaku politik uang (money politic),” kata Ahmad Irawan, Senin (19/5/2025). Seperti diketahui, MK mendiskualifikasi seluruh pasangan calon (paslon) bupati dan wakil bupati pada Pilkada Barito Utara 2024 yakni pasangan calom Nomor Urut 1 Gogo Purman Jaya-Hendro Nakalelo dan Paslon Nomor Urut 02 Akhmad Gunadi Nadalsyah-Sastra Jaya. Kedua pasangan itu didiskualifikasi lantaran terbukti main politik uang dalam pemungutan suara ulang Pilkada 2024. Adapun MK menemukan fakta adanya pembelian surat suara pemilih untuk memenangkan pasangan calon, baik nomor urut 1 atau nomor urut 2, dengan nilai sampai Rp 6,5 - Rp 16 juta untuk satu pemilih. Menurut Irawan, MK menggunakan pendekatan baru dalam mengusut kasus perselisihan hasil Pilkada Barito Utara ini. ""Jika sebelumnya secara doktriner MK memutus pelanggaran yang sifatnya terstruktur, sistem dan masif (TSM) melalui pendekatan kuantitatif, namun dalam kasus Barito Utara juga dilakukan penilaian atas kualitas pelanggaran atau bobot pelanggaran yang berdampak pada keterpilihan pasangan calon dalam proses pemilihan,"" tuturnya. "
"MK Diskualifikasi Seluruh Paslon Pilkada Barito Utara Buntut Politik Uang, DPR: Berikan Efek Jera",16 Mei 2025,04:56 WIB,"JAKARTA- Anggota Komisi II DPR RI Ahmad Irawan menilai, Putusan Mahkamah Konstitusi (MK) yang mendiskualifikasikan seluruh pasangan calon (paslon) Pilkada Barito Utara 2024 lantaran ada praktik politik uang merupakan terobosan hukum. Ia menilai, putusan itu ditujukan untuk memberikan efek jera pada pelaku politik uang. ""Putusan MK tersebut sesuatu hal yang baru yang dapat dikategorikan suatu terobosan hukum (breakhthrough) untuk memberikan efek jera kepada pelaku politik uang,"" kata Irawan dalam keterangan tertulis, Kamis (15/5/2025). Irawan mengatakan, MK kerap memutus pelanggaran sengketa pemilu yang bersifat terstruktur, sistem dan masif (TSM) melalui pendekatan kuantitatif. Dalam putusan Pilkada Barito Utara, ia berkata, MK juga mengukur TSM atas bobot pelanggaran yang berdampak pada keterpilihan pasangan calon dalam proses pemilihan. ""Artinya, para pihak yang terlibat dalam sengketa tersebut dalam pandangan MK telah melakukan penyimpangan dan pelanggaran,"" sebutnya. Kendati demikian, Irawan memberi catatan atas perkara Barito Utara. Pertama, ia menilai, seharusnya MK tidak hanya mempertimbangkan kepentingan para pihak yang terlibat dalam proses penyelesaian sengketa hasil. ""Namun juga mempertimbangkan kepentingan negara dalam hal ini pemerintah yang kembali harus mengeluarkan biaya untuk menyelenggarakan pemilihan dan kepentingan rakyat agar segera terbentuk pemerintahan definitif untuk melakukan pelayanan publik,"" tuturnya. Kedua, kata dia, indikaai politik uang harus melalui pembuktian dan melalui proses pemidanaan. Bila hanya melalui pendekatan administrasi pemilu, ia menilai, putusan tersebut terkesan prematur. ""Dan merupakan bentuk prejudice institusi peradilan terhadap proses pemilu dan institusi negara yang terlibat menyelenggarakan dan mengawasi penyelenggaraan pemilu,"" ujar Irawan "
"Anies Baswedan Dirikan Ormas Aksi Bersama, Kendaraan Politik untuk Pilpres 2029?",15 Mei 2025,07:56 WIB,"JAKARTA- Mantan Gubernur JakartaAnies Baswedanresmi meluncurkan organisasi 'Aksi Bersama' sekaligus meresmikan jembatan Titian Persatuan di Desa Cihanjuang, Pandeglang, Banten. Diketahui 'Aksi Bersama' merupakan inisiatif langsung dari Anies Baswedan. Lantas, apakah organisasi yang didirikan mantan Capres 2024 itu untuk kendaraan politik di 2029 mendatang? Inisiator Aksi Bersama Anies Baswedan mengatakan, 'Aksi Bersama' dibentuk sebagai wadah untuk menyalurkan budi baik dalam bentuk nyata, langsung kepada masyarakat. Aksi Bersama dibentuk tidak hanya sebagai wadah atau perkumpulan saja. ”Aksi Bersama bukan berkumpul hanya untuk berdiskusi. Tapi Aksi Bersama berkumpul untuk mewujudkan perubahan di masyarakat,” ujar Anies dikutip, Kamis (15/5/2025). Anies menambahkan, pembangunan jembatan Titian secara gotong royong menjadi aksi nyata dari organisasi barunya itu. Titian Persatuan adalah program yang bertujuan untuk melakukan pembangunan maupun perbaikan jembatan-jembatan yang rusak yang ada di Indonesia. Pembangunan dan perbaikan jembatan ini menjadi langkah krusial dalam membuka isolasi dan meningkatkan kualitas hidup masyarakat. Dengan jembatan yang layak, anak-anak dapat dengan aman menuju sekolah, petani dapat mengangkut hasil panen ke pasar, dan layanan kesehatan dapat menjangkau desa terpencil. ”Kenapa jembatan? Karena jembatan adalah pintu gerbang kesejahteraan,” ujarnya. Anies menceritakan tiga bulan lalu, saat dia datang ke Desa Cihanjuang, melihat langsung kondisi jembatan yang sudah sangat rusak. Ia sempat bertemu dengan anak yang menceritakan ibunya wafat karena hamil tua. Karena jembatannya rusak, ibunya meninggal dunia, sebelum sempat dibawa ke rumah sakit. ""Peristiwa ini mencerminkan bahwa daerah yang jauh dari kemajuan, ada kebutuhan yang sangat mendasar, yaitu kebutuhan jembatan,”ujarAnies. "
"Bebizie Raih Women's Inspiration Awards 2025, Inspiratif di Ranah Politik hingga Bisnis",02 Mei 2025,13:06 WIB,"JAKARTA— Figur publik sekaligus anggota DPRD DKI Jakarta, Bebizie Sri Mulyati, kembali menegaskan kiprahnya sebagai sosok inspiratif perempuan Indonesia. Dalam ajang Women's Inspiration Awards 2025, ia dinobatkan sebagai pemenang dalam kategori Woman in Advocation, subkategori Inspirational Public Figure, Entrepreneur and Parliament Member with Impact in Advocating Women’s Reproductive Health. Penghargaan bergengsi ini diberikan dalam acara khusus yang disiarkan langsung oleh iNews TV, bertempat di JCH iNews Tower, Jakarta, Selasa (29/4/2025). Pencapaian ini merupakan bentuk apresiasi atas peran aktif Bebizie dalam dunia sosial, bisnis, dan politik yang berdampak langsung pada pemberdayaan perempuan, khususnya dalam isu kesehatan reproduksi. Bebizie yang dikenal sebagai seorang public figure sekaligus CEO dari Nasi Tempong Indra di Kelapa Gading dan Saharjo, telah lama menunjukkan kepedulian terhadap isu-isu yang menyentuh kehidupan perempuan."
"Makan Siang Bareng Prabowo di Istana, Muzani: Tak Bahas Politik dan Mundurnya Hasan Nasbi",29 April 2025,16:18 WIB,"JAKARTA- Ketua Majelis Permusyawaratan Rakyat (MPR) Ahmad Muzani mengatakan diundang makan siang oleh Presiden Prabowo Subianto di Istana Kepresidenan, Jakarta, Selasa (29/4/2025). “Tadi kita makan siang sama Presiden. Presiden minta makan bareng sama saya dan kawan-kawan tadi kami menemani makan siang Presiden,” kata Muzani kepada awak media. Muzani pun menegaskan tidak ada yang dibahas secara khusus dalam makan siang bersama Presiden Prabowo, termasuk masalah politik. Dia hanya mengatakan bahwa ada beberapa jamuan makan siang yang menunya kesukaan jaman kecil Presiden Prabowo. “Tidak ada yang dibahas khusus, kebiasaan orang Indonesia saat makan siang di beberapa daerah menunya dan beberapa hal jaman kecil beliau. Saat makan siang, nggak ada yang serius, nggak ada yang politis,” tegasnya. Selain itu, Politikus Gerindra itu juga menegaskan tidak membahas mundurnya Hasan Nasbi sebagai Kepala Kantor Komunikasi Kepresidenan atau Presidential Communication Officer (PCO). “Pertama tidak dibahas sama sekali. Saya juga belum baca belum mendengar jadi saya tadi dikasih tau sama staf saya. Komunikasi ya lembaga itu kan bisa dibentuk jadi harus eksis, tapi soal itu saya belum tahu dan belum paham,” kata Muzani. "
Ketua DPP Partai Perindo Sri Gusni: Kerja Keras Jadi Kunci Peran Perempuan di Politik,28 April 2025,07:20 WIB,"JAKARTA- Dunia politik saat ini masih menjadi arena yang penuh tantangan, terutama bagiperempuan. Oleh karena itu, perempuan perlu membuktikan kemampuannya di dunia politik lewat kerja keras dan prestasi. Demikian diutarakan Ketua DPP Partai Perindo Bidang Kesehatan Masyarakat Sri Gusni Febriasari dalam Monthly Talk bertajuk ""Penguatan Keterwakilan dan Peran Perempuan pada Legislatif"" yang digelar ILUNI Universitas Indonesia. Dia menyoroti banyaknya stigma dan stereotip yang menghalangi perempuan untuk berkiprah lebih luas dalam politik. Bahkan, perempuan yang terjun ke politik sering dipandang sebelah mata. ""Saat perempuan memutuskan untuk terjun ke dunia politik, kita dihadapkan pada stigma bahwa perempuan dianggap kurang mampu dibandingkan laki-laki. Ini menjadi tantangan besar bagi kita semua,"" ungkapnya dalam diskusi yang disiarkan di kanal YouTube resmi ILUNI UI, dikutip Senin (28/4/2025). Dia menambahkan, budaya patriarki juga masih menjadi hambatan besar bagi perempuan untuk menduduki posisi-posisi strategis. ""Kita masih hidup dalam budaya yang menganggap bahwa perempuan tidak layak memimpin, bahkan terhadap laki-laki sekalipun,"" tuturnya. Untuk melawan stigma tersebut, dia mengajak kaum perempuan untuk fokus pada pengembangan diri, membangun kapabilitas dan memberikan kontribusi nyata di berbagai bidang. ""Cara terbaik untuk melawan stereotip ini adalah dengan menunjukkan hasil melalui kerja keras dan prestasi,"" tegasnya. Sri Gusni juga menyoroti soal affirmative action yang seharusnya mendukung keterwakilan perempuan minimal 30% di legislatif. Sayangnya, target ini belum tercapai. ""Hari ini, walaupun konstitusi telah mengatur affirmative action untukperempuan, faktanya keterwakilan perempuan yang benar-benar terpilih masih jauh dari 30%,"" terangnya, mengutip diskusi dengan Titi Anggraini dari Perludem. "
"Isu Ijazah Jokowi, Publik Diminta Jangan Serang Personal untuk Kepentingan Politik",22 April 2025,23:19 WIB,"JAKARTA- Isu tuduhan ijazah palsu Presiden ke-7 Joko Widodo (Jokowi) dinilai menjadi komoditas musiman yang terus dihidangkan saat suhu politik meningkat. Padahal, isu ini sejatinya telah berkali-kali dibantah dan dijelaskan secara terbuka oleh Universitas Gadjah Mada (UGM). Demikian disampaikan pengamat hukum dan politik Dr Pieter C Zulkifli, SH., MH, dalam analisis politiknya. Pieter Zulkifli mengaku prihatin dengan kondisi tersebut. Menurutnya, tudingan itu justru secara terus menerus diangkat dengan narasi seolah-olah ada skandal besar yang ditutup-tutupi. Sekalipun, institusi akademik yang bersangkutan telah menegaskan Jokowi adalah alumni resmi Fakultas Kehutanan dengan skripsi dan rekam jejak akademik yang terdokumentasi. ""Tuduhan ini bukan semata tentang keabsahan sebuah ijazah. Ia mencerminkan krisis yang lebih dalam, kegagalan sebagian elite politik dan segmen masyarakat dalam memaknai demokrasi dan cara beroposisi secara sehat,"" kata Pieter Zulkifli dalam keterangannya, Jakarta, Selasa (22/4). Pieter mengajak publik melihat lebih dalam penyebab fitnah semacam itu terus muncul ke tengah-tengah publik. Termasuk, mencari sosok yang diuntungkan dari kegaduhan yang terjadi. Mantan Ketua Komisi III DPR ini ingin masyarakat berpikir lebih jernih agar demokrasi bisa terjaga dari erosi nalar dan etika. Apalagi, kata dia, kehidupan di era sekarang tidak kekurangan akses informasi. ""Klarifikasi demi klarifikasi telah disampaikan. Wakil rektor UGM bahkan menyebutkan secara gamblang tahun masuk, tahun lulus, hingga judul skripsi Jokowi. Namun, sebagian pihak terus menggulirkan isu ini dengan nada insinuatif,"" katanya. Pieter Zulkifli menuturkan dalam prinsip hukum dikenal adagium actori incumbit probatio, artinya siapa yang mendalilkan, dialah yang wajib membuktikan. Tuduhan tanpa bukti kuat hanya akan menjadi fitnah, bukan kritik. Sayangnya, logika politik hari ini kerap tidak berjalan beriringan dengan logika hukum ataupun etika. Tuduhan yang lemah justru sering mendapat panggung lebih luas di media sosial dan kanal-kanal digital, menciptakan distorsi persepsi publik. ""Politik kehilangan substansi ketika lebih sibuk menyerang personal daripada mengkritisi kebijakan,"" kata dia. Pieter Zulkifli menekankan setiap orang menerima bahwa kritik adalah bagian dari demokrasi. Pemerintah bahkan harus dikoreksi, dikawal, dan diawasi. Namun, dia menegaskan jika menyerang seorang mantan presiden, siapa pun orangnya dengan narasi tanpa dasar hukum yang valid bukanlah praktik oposisi yang sehat. "
Konsultan Politik Sebut Partai Perindo Perlu Langkah Konkret Hadapi Pemilu 2029,22 April 2025,15:58 WIB,"JAKARTA- Konsultan politik nasional Eep Saefulloh Fatah menilai bahwa Partai Persatuan Indonesia (Perindo) perlu menyiapkan langkah konkret, dalam menghadapi Pemilu 2029 mendatang. Menurutnya, Partai Perindo harus melakukan persiapan lebih awal guna menentukan langkah tersebut. Untuk itu, Eep menyambut baik konsolidasi dini yang dilakukan Partai Perindo.""Jadi ini adalah konsolidasi Perindo Jakarta yang hadir DPW dan DPD seluruh Jakarta. Ini adalah forum yang digunakan oleh Perindo untuk memulai aktivitas kerja pemenangan 2029. Memang buat banyak orang barangkali pertanyaannya adalah masih jauh kok sudah memulai. Menurut saya ini justru positif,"" kata Eep di Kantor DPP Partai Perindo, Menteng, Jakarta Pusat, Selasa (22/4/2025). ""Teman-teman Perindo Jakarta berembug untuk memulai langkah dari sekarang, dengan langkah-langkah konkret sehingga target dan cara kerja tadi bisa dilakukan dan dicapai,"" sambungnya. Eep mengatakan, Partai Perindo harus berkaca pada dua Pemilu sebelumnya, di mana Partai berlambang garuda itu tidak lolos parliamentary threshold. ""Dua pemilu sebelumnya tidak lolos parliamentary threshold, tidak punya kursi di DPR RI, lalu kemudian juga pemilu kedua raihan suaranya di bawah pemilu pertama. Nah kesadaran itulah yang kemudian membawa teman-teman Perindo untuk beraktivitas jauh lebih dini dibandingkan dengan yang lain,"" ucapnya. Menurutnya, jika konsolidasi dan penguatan di setiap wilayah terus dilakukan, maka bukan tidak mungkin Partai Perindo akan menuai hasil pada Pemilu lima tahun mendatang. ""Dan jika ini berlanjut sebagai proses yang dijalankan konsisten, saya yakin setiap orang yang ikhtiar itu pasti akan diganjar, akan diberi hasil yang sepadan dengan ikhtiarnya. Jadi ini forum konsolidasi untuk membuat Perindo mendapatkan hasil yang sepadan, yaitu mencapai 4 persen lebih suara di pemilu 2029 nanti,"" katanya. (Khafid Mardiyansyah)"
"Gelar Konsolidasi Hadapi Pemilu 2029, Partai Perindo Matangkan Strategi Politik",22 April 2025,15:17 WIB,"JAKARTA- Partai Persatuan Indonesia (Perindo) menggelar konsolidasi di setiap provinsi secara lebih awal untuk menghadapi Pemilu 2029, termasuk Dewan Pengurus Wilayah (DPW) se-Jakarta. Ketua DPW Partai Perindo Jakarta Effendi Syahputra mengatakan, konsolidasi sengaja dilakukan lebih awal untuk mematangkan strategi dalam memenangkan kontestasi politik 2029 mendatang. ""Tentu konsolidasi ini sebagai bagian dari bagaimana kita menyikapi untuk melakukan pergerakan menuju Pemilu 2029,"" kata Effendi saat ditemui di Kantor DPP Partai Perindo, Menteng, Jakarta Pusat, Selasa (22/4/2025). ""Tidak terasa kan waktu terus bergulir dan tidak terasa tiba-tiba nanti sudah mendekati Pemilu, jadi memang persiapannya harus sedini mungkin,"" sambungnya. Dalam konsolidasi itu, kata Effendi, pihaknya harus membedah dan melakukan evaluasi terhadap jalannya mesin Partai saat Pemilu dua periode sebelumnya. "
"Kunjungan Serdik Sespimmen Polri ke Jokowi Dinilai Hal Biasa, Bukan Keberpihakan Politik",21 April 2025,12:27 WIB,"JAKARTA- Eks Komisioner Komisi Kepolisian Nasional (Kompolnas), Poengky Indarti menganggap, bahwa kunjungan sejumlah perwira polisi peserta Didik Sekolah Staf dan Pimpinan Menengah (Serdik Sespimmen) kepada Presiden ke-7 Joko Widodo (Jokowi) bukan keberpihakan politik. ""Saya menilai hal tersebut positif. Dalam menentukan akan mengunjungi siapa, tentu saja hal tersebut sudah dibicarakan dan disepakati bersama sesuai dengan kebutuhan pendidikan,"" katanya kepada wartawan, Senin (21/4/2025). Menurutnya kunjungan untuk meminta masukan dan berdiskusi itu sangat relevan dilakukan oleh Serdik Sespimmen kepada Jokowi. Terlebih, para peserta didik Sespimen maupun Sespimti bebas menggali ilmunya dari siapapun. ""Oleh karena itu pada masa pendidikan sebagai pemimpin, anggota Polri wajib menggali ilmu sekaligus pengalaman dengan sebaik-baiknya kepada masyarakat, tokoh-tokoh masyarakat, dan tokoh-tokoh yang dianggap dapat memberikan ilmunya, agar nantinya sebagai anggota Polri dapat melaksanakan tugas dengan lebih baik,"" katanya. Poengky pun mengakui bahwa pada masa pemerintahannya, Presiden Joko Widodo sangat perhatian pada Polri, termasuk anggaran Polri yang mengalami kenaikan signifikan. ""Sehingga Polri dapat melakukan modernisasi institusi dengan lebih baik dan kesejahteraan anggota Polri juga lebih baik, sehingga Polri dapat lebih bermanfaat bagi Rakyat,"" katanya. "
Konsultan Politik Eep Saepuloh Fatah Beberkan Apa yang Harus Dilakukan Partai Perindo untuk Pemilu 2029,20 April 2025,15:52 WIB,"BANDUNG- Konsultan politik nasional Eep Saepuloh Fatah memberikan masukan penting bagi Partai Perindo agar berhasil memenangkan Pemilu 2029 mendatang. Eep menyarankan Partai Perindo harus melakukan evaluasi secara serius. ""Saya memang dalam posisi sedang membantu Mbak Angela (Ketua Umum Partai Perindo Angela Tanoesoedibjo) untuk merekonsolidasikan dan menyiapkan untuk (Pemilu) 2029,"" kata Eep ditemui di sela-selama rapat konsolidasi DPW Partai Perindo Jabar di Harris Hotel & Convention Hall Festival Citylink, Jalan Peta, Kota Bandung, Sabtu (19/4/2025). Eep menyatakan, salah satu langkah konkret DPP Partai Perindo adalah sesegera mungkin melakukan semacam kick off, upaya awal untuk mengumpulkan jejaring DPW, DPD, para anggota legislatif, dan kepala daerah dari Partai Perindo se-Indonesia. Dalam rapat konsolidasi ini, ujar Eep, seluruh kekuatan Partai Perindo bersama-sama merancang kerja pemenangan Pemilu 2029. ""Kalau di Jawa Barat itu ada pribahasa, leungit poe Jumaah, teangan poe Kemis (Sesuatu yang hilang pada hari Jumat, harus dicari sehari sebelumnya). Sedia payung sebelum hujan. Jadi, forum konsolidasi ini, upaya Perindo untuk mendahului banyak pihak yang mungkin menganggap belum saatnya untuk memulai,"" ujarnya."
"Partai Perindo Jabar Panaskan Mesin Politik, Konsolidasi Lebih Awal Hadapi Pemilu 2029",19 April 2025,16:46 WIB,"BANDUNG- DPWPartai PerindoJabar memanaskan mesin politik untuk mengonsolidasi kekuatan dalam menghadapi Pemilu 2029 mendatang. Kegiatan konsolidasi DPD Partai Perindo Jabar itu berlangsung Sabtu (19/4/2025) di Harris & Conventions Festival Citylink, Jalan Peta, Kota Bandung. Hadir dalam kegiatan itu, Pelaksana tugas (plt) Ketua DPW Partai Perindo Jabar yang juga Wakil Ketua Umum (Waketum) II DPP Partai Perindo Ferry Kurnia Rizkiyansyah, konsultan politik nasional Eep Saefulloh Fatah. Kemudian, Waketum III DPP Partai Perindo Tama Satrya Langkun, Ketua Bidang Organisasi DPP Partai Perindo Kris Djajusman, dan Wakil Ketua Bidang Organisasi DPP Partai Perindo M Nurcholis Mahendra (Enda). Plt Ketua DPW Partai Perindo Jabar/Waketum II DPP Partai Perindo Ferry Kurnia Rizkiansyah mengatakan, konsolidasi dan evaluasi partai ini momen penting sehingga kegiatan ini dihadiri seluruh pengurus DPW Partai Perindo Jabar dan DPD kabupaten/kota se-Jawa Barat. ""DPP, DPW, dan DPD bersinergi untuk melakukan konsolidasi aktivitas pemenangan. Kenapa harus jauh-jauh hari? Ya kita sebagai partai, memang notabene, tahu dengan kemampuan kita sendiri, kita harus mempersiapkan diri dari awal. Supaya apa? Supaya langkah-langkah strategis dan kewajiban kewajiban apa yang harus dilakukan, kita lakukan sedini mungkin,"" kata Ferry. Ferry menyatakan, konsultan politik nasional Eep Saepuloh Patah hadir dalam acara ini, karena memiliki kemampuan mumpuni dan pengalami dalam melakukan pendampingan di beberapa partai politik. ""Kang Eep dengan sangat terbuka menginformasi apa kelemahan dan kelebihan kita (Partai Perindo). Apa yang harus diperbaiki ke depan. Jadi ini menjadi poin penting yang bisa diambil. Mudah-mudahan kerja sama kita terus berlanjut sampai 2029 sehingga dengan adanya beliau (Eep Saepuloh Fatah) punya pengalaman memenangkan partai, bisa tertular ke Partai Perindo,"" ujarnya. "
"Partai Perindo Panaskan Mesin Politik untuk 2029, Konsolidasi Pemenangan Mulai dari Banten",17 April 2025,17:23 WIB,"KABUPATEN TANGERANG– Partai Perindo mulai memanaskan mesin politiknya menyambut pertarungan diPemilu 2029. Langkah awal dimulai dengan konsolidasi pengurus wilayah dan daerah di Provinsi Banten, yang digelar di Kecamatan Kelapa Dua, Kabupaten Tangerang, Banten. Konsolidasi ini menjadi langkah strategis partai yang dikenal sebagai Partai Kita ini untuk memperkuat struktur dan kesiapan partai sejak dini. Dihadiri jajaran DPP, Badan Pemenangan Pemilu (Bappilu) Partai Perindo dan seluruh pengurus dari tingkat provinsi hingga kabupaten/kota se-Banten. Wakil Ketua Umum II DPP Partai Perindo sekaligus Ketua Bappilu Partai Perindo Ferry Kurnia Rizkiyansyah mengatakan, konsolidasi ini merupakan bagian dari strategi jangka panjang menyongsong pesta demokrasi 2029. “Sudah sejak dini kita melakukan upaya-upaya konsolidasi dan prakondisi untuk pemenangan 2029. Intinya adalah menegaskan target kita, strategi kita dan tanggung jawab kita terhadap mekanisme aktivitas proses pemenangan Pemilu 2029. Mudah-mudahan 2029 kita akan mencapai target,” ujarnya dikutip, Kamis (17/4/2025). Setelah Banten, DPP Partai Perindo dan Bappilu Partai Perindo akan terus bergerak ke berbagai daerah di Indonesia untuk konsolidasi pemenangan Pemilu 2029. “Banten menjadi daerah pertama yang kita kunjungi dan kita berikan informasi serta diseminasi terkait berbagai hal soal pemenangan Pemilu. Nanti kita akan bergerak ke provinsi-provinsi lain,” tutur Ferry. Kegiatan ini juga menghadirkan Konsultan Politik Nasional Eep Saefulloh Fatah yang memberikan wawasan strategis kepada para pengurus tentang dinamika dan peta politik nasional menuju2029. “Saya datang ke sini mau mengajak bapak, ibu dan teman-teman bekerja secara lebih terstruktur, terorganisir,” pungkasnya. "
